Player Name,Overs,Maidens,Runs,Wickets,Economy,4s,6s,Opposition,Venue,Match Type
Jasprit Bumrah,8,1,25,2,3.12,1,1,South Africa,Cape Town,Test
Jasprit Bumrah,13.5,0,61,6,4.4,1,3,South Africa,Cape Town,Test
Jasprit Bumrah,10,2,37,3,3.7,2,1,Sri Lanka,Leeds,ODI
Jasprit Bumrah,7,1,30,2,4.28,1,2,Sri Lanka,Colombo (RPS),ODI
Jasprit Bumrah,5,1,23,1,4.6,1,1,Sri Lanka,Colombo (RPS),ODI
Jasprit Bumrah,5,1,8,1,1.6,1,2,Sri Lanka,Wankhede,ODI
Jasprit Bumrah,4,0,32,1,8,1,1,Sri Lanka,Indore,T20I
Jasprit Bumrah,2,1,5,1,2.5,1,2,Sri Lanka,Pune,T20I
Jasprit Bumrah,3,0,19,0,6.33,2,2,Sri Lanka,Lucknow,T20I
Jasprit Bumrah,4,0,24,1,6,2,1,Sri Lanka,Dharamsala,T20I
Jasprit Bumrah,14,3,36,2,2.57,2,2,Sri Lanka,Mohali,Test
Jasprit Bumrah,4,1,7,0,1.75,5,3,Sri Lanka,Mohali,Test
Jasprit Bumrah,10,4,24,5,2.4,1,2,Sri Lanka,Bengaluru,Test
Jasprit Bumrah,9,4,23,3,2.55,1,4,Sri Lanka,Bengaluru,Test
Jasprit Bumrah,4,0,25,0,6.25,3,1,U.S.A.,New York,T20I
Jasprit Bumrah,10,1,35,4,3.5,2,1,West Indies,Pune,ODI
Jasprit Bumrah,8,1,25,0,3.12,2,2,West Indies,Brabourne,ODI
Jasprit Bumrah,6,1,11,2,1.83,2,1,West Indies,Thiruvananthapuram,ODI
Jasprit Bumrah,6,1,9,2,1.5,2,2,West Indies,Manchester,ODI
Jasprit Bumrah,4,0,27,1,6.75,3,1,West Indies,Eden Gardens,T20I
Jasprit Bumrah,4,0,20,2,5,3,2,West Indies,Lucknow,T20I
Jasprit Bumrah,18,4,55,1,3.05,2,2,West Indies,North Sound,Test
Jasprit Bumrah,8,4,7,5,0.87,2,4,West Indies,North Sound,Test
Jasprit Bumrah,12.1,3,27,6,2.21,2,2,West Indies,Kingston,Test
Jasprit Bumrah,11,4,31,1,2.81,2,4,West Indies,Kingston,Test
Jaydev Unadkat,16,2,50,2,3.12,3,1,Bangladesh,Mirpur,Test
Jaydev Unadkat,9,3,17,1,1.88,3,3,Bangladesh,Mirpur,Test
Jaydev Unadkat,7,2,17,0,2.42,2,1,West Indies,Roseau,Test
Jaydev Unadkat,2,1,1,0,0.5,2,3,West Indies,Roseau,Test
Jaydev Unadkat,16,3,44,0,2.75,2,2,West Indies,Port of Spain,Test
Jaydev Unadkat,3,2,1,0,0.33,3,4,West Indies,Port of Spain,Test
Jaydev Unadkat,5,0,16,1,3.2,4,2,West Indies,Tarouba,ODI
Khaleel Ahmed,10,1,45,1,4.5,1,1,Afghanistan,Dubai (DICS),ODI
Khaleel Ahmed,3,0,42,1,14,3,1,Australia,Brisbane,T20I
Khaleel Ahmed,4,0,39,2,9.75,2,1,Australia,Melbourne,T20I
Khaleel Ahmed,4,0,35,0,8.75,2,1,Australia,Sydney,T20I
Khaleel Ahmed,8,0,55,0,6.87,2,1,Australia,Sydney,ODI
Khaleel Ahmed,4,0,37,1,9.25,3,2,Bangladesh,Delhi,T20I
Khaleel Ahmed,4,0,44,1,11,2,1,Bangladesh,Rajkot,T20I
Khaleel Ahmed,4,0,27,0,6.75,1,2,Bangladesh,Nagpur,T20I
Khaleel Ahmed,10,0,48,3,4.8,2,2,Hong Kong,Dubai (DICS),ODI
Khaleel Ahmed,3,0,19,0,6.33,2,2,New Zealand,Hamilton,ODI
Khaleel Ahmed,4,0,48,1,12,2,1,New Zealand,Wellington,T20I
Khaleel Ahmed,4,0,27,2,6.75,2,1,New Zealand,Auckland,T20I
Khaleel Ahmed,4,0,47,1,11.75,2,1,New Zealand,Hamilton,T20I
Khaleel Ahmed,10,0,64,1,6.4,3,1,West Indies,Guwahati,ODI
Khaleel Ahmed,10,0,65,1,6.5,3,1,West Indies,Pune,ODI
Khaleel Ahmed,5,0,13,3,2.6,3,2,West Indies,Brabourne,ODI
Khaleel Ahmed,7,1,29,2,4.14,3,1,West Indies,Thiruvananthapuram,ODI
Khaleel Ahmed,4,1,16,1,4,2,1,West Indies,Eden Gardens,T20I
Khaleel Ahmed,4,0,30,2,7.5,2,2,West Indies,Lucknow,T20I
Khaleel Ahmed,4,0,37,0,9.25,1,1,West Indies,Chennai,T20I
Khaleel Ahmed,2,0,8,1,4,4,1,West Indies,Lauderhill,T20I
Khaleel Ahmed,3,0,22,0,7.33,3,2,West Indies,Lauderhill,T20I
Khaleel Ahmed,3,0,27,0,9,3,1,West Indies,Providence,ODI
Khaleel Ahmed,7,0,32,1,4.57,3,2,West Indies,Port of Spain,ODI
Khaleel Ahmed,7,0,68,3,9.71,3,1,West Indies,Port of Spain,ODI
Kuldeep Yadav,3,0,31,1,10.33,6,2,Afghanistan,Bengaluru,T20I
Kuldeep Yadav,4,0,32,2,8,5,2,Afghanistan,Bridgetown,T20I
Kuldeep Yadav,4,0,24,2,6,5,2,Australia,Gros Islet,T20I
Kuldeep Yadav,10,1,53,1,5.3,5,2,Bangladesh,Chattogram,ODI
Kuldeep Yadav,16,6,40,5,2.5,4,2,Bangladesh,Chattogram,Test
Kuldeep Yadav,20,3,73,3,3.65,5,4,Bangladesh,Chattogram,Test
Kuldeep Yadav,4,0,19,3,4.75,6,2,Bangladesh,North Sound,T20I
Kuldeep Yadav,6,1,16,0,2.66,4,2,England,Chennai,Test
Kuldeep Yadav,6.2,1,25,2,3.94,5,4,England,Chennai,Test
Kuldeep Yadav,9,0,68,0,7.55,5,2,England,Pune,ODI
Kuldeep Yadav,10,0,84,0,8.4,4,2,England,Pune,ODI
Kuldeep Yadav,17,1,71,3,4.17,3,2,England,Visakhapatnam,Test
Kuldeep Yadav,15,0,60,1,4,3,4,England,Visakhapatnam,Test
Kuldeep Yadav,18,2,77,2,4.27,3,2,England,Rajkot,Test
Kuldeep Yadav,8,2,19,2,2.37,4,4,England,Rajkot,Test
Kuldeep Yadav,12,4,22,0,1.83,5,1,England,Ranchi,Test
Kuldeep Yadav,15,2,22,4,1.46,4,3,England,Ranchi,Test
Kuldeep Yadav,15,1,72,5,4.8,4,1,England,Dharamsala,Test
Kuldeep Yadav,14.1,0,40,2,2.82,4,3,England,Dharamsala,Test
Kuldeep Yadav,4,0,19,3,4.75,4,2,England,Providence,T20I
Kuldeep Yadav,8,0,39,1,4.87,5,1,South Africa,Lucknow,ODI
Kuldeep Yadav,9,0,49,1,5.44,5,1,South Africa,Ranchi,ODI
Kuldeep Yadav,4.1,1,18,4,4.32,6,1,South Africa,Delhi,ODI
Kuldeep Yadav,4,0,45,0,11.25,4,2,South Africa,Bridgetown,T20I
Kuldeep Yadav,9,1,48,2,5.33,5,1,Sri Lanka,Colombo (RPS),ODI
Kuldeep Yadav,10,0,55,0,5.5,5,1,Sri Lanka,Colombo (RPS),ODI
Kuldeep Yadav,4,0,30,2,7.5,5,2,Sri Lanka,Colombo (RPS),T20I
Kuldeep Yadav,2,0,16,0,8,5,2,Sri Lanka,Colombo (RPS),T20I
Kuldeep Yadav,4,0,22,0,5.5,4,1,Sri Lanka,Dharamsala,T20I
Kuldeep Yadav,8,0,51,2,6.37,4,2,West Indies,Ahmedabad,ODI
Kuldeep Yadav,4,1,12,3,3,5,2,West Indies,Lauderhill,T20I
Kuldeep Yadav,10,1,36,0,3.6,3,1,Zimbabwe,Harare,ODI
Kuldeep Yadav,8,0,49,1,6.12,5,1,Zimbabwe,Harare,ODI
Kuldeep Yadav,10,0,38,2,3.8,4,2,Zimbabwe,Harare,ODI
Mohammed Shami,4,0,32,3,8,1,2,Afghanistan,Abu Dhabi,T20I
Mohammed Shami,7.4,0,58,0,7.56,1,2,Australia,Wankhede,ODI
Mohammed Shami,10,0,77,3,7.7,2,2,Australia,Rajkot,ODI
Mohammed Shami,10,0,63,4,6.3,2,1,Australia,Bengaluru,ODI
Mohammed Shami,10,0,59,3,5.9,1,1,Australia,Sydney,ODI
Mohammed Shami,9,0,73,1,8.11,1,1,Australia,Sydney,ODI
Mohammed Shami,4,0,46,0,11.5,3,2,Australia,Canberra,T20I
Mohammed Shami,17,4,41,0,2.41,3,2,Australia,Adelaide,Test
Mohammed Shami,9,4,18,1,2,1,1,Australia,Nagpur,Test
Mohammed Shami,4.3,1,13,2,2.88,1,3,Australia,Nagpur,Test
Mohammed Shami,14.4,4,60,4,4.09,1,1,Australia,Delhi,Test
Mohammed Shami,2,0,10,0,5,2,3,Australia,Delhi,Test
Mohammed Shami,31,3,134,2,4.32,1,1,Australia,Ahmedabad,Test
Mohammed Shami,8,1,19,0,2.37,3,3,Australia,Ahmedabad,Test
Mohammed Shami,6,2,17,3,2.83,1,1,Australia,Wankhede,ODI
Mohammed Shami,3,0,29,0,9.66,1,2,Australia,Visakhapatnam,ODI
Mohammed Shami,6,0,37,0,6.16,1,1,Australia,Chennai,ODI
Mohammed Shami,29,4,122,2,4.2,1,1,Australia,The Oval,Test
Mohammed Shami,16.3,6,39,2,2.36,1,3,Australia,The Oval,Test
Mohammed Shami,10,1,51,5,5.1,1,1,Australia,Mohali,ODI
Mohammed Shami,6,0,39,1,6.5,1,2,Australia,Indore,ODI
Mohammed Shami,7,1,47,1,6.71,2,2,Australia,Ahmedabad,ODI
Mohammed Shami,3,0,25,1,8.33,3,2,Bangladesh,Adelaide,T20I
Mohammed Shami,8,1,32,2,4,1,1,Bangladesh,Colombo (RPS),ODI
Mohammed Shami,17,2,28,3,1.64,2,1,England,Nottingham,Test
Mohammed Shami,15.5,1,72,1,4.54,3,3,England,Nottingham,Test
Mohammed Shami,26,3,95,2,3.65,3,2,England,Lord's,Test
Mohammed Shami,10,5,13,1,1.3,2,4,England,Lord's,Test
Mohammed Shami,28,8,95,4,3.39,3,2,England,Leeds,Test
Mohammed Shami,22,4,78,2,3.54,2,2,England,Birmingham,Test
Mohammed Shami,15,2,64,0,4.26,2,4,England,Birmingham,Test
Mohammed Shami,7,0,31,3,4.42,1,1,England,The Oval,ODI
Mohammed Shami,10,0,48,1,4.8,1,1,England,Lord's,ODI
Mohammed Shami,7,0,38,0,5.42,1,1,England,Manchester,ODI
Mohammed Shami,3,0,39,0,13,4,2,England,Adelaide,T20I
Mohammed Shami,7,2,22,4,3.14,3,2,England,Lucknow,ODI
Mohammed Shami,4,0,39,0,9.75,1,1,Namibia,Dubai (DICS),T20I
Mohammed Shami,7,0,29,1,4.14,1,1,Nepal,Pallekele,ODI
Mohammed Shami,4,0,27,1,6.75,3,2,Netherlands,Sydney,T20I
Mohammed Shami,6,0,41,0,6.83,3,2,Netherlands,Bengaluru,ODI
Mohammed Shami,4,0,53,0,13.25,3,1,New Zealand,Auckland,T20I
Mohammed Shami,4,0,22,0,5.5,2,1,New Zealand,Auckland,T20I
Mohammed Shami,4,0,32,2,8,2,2,New Zealand,Hamilton,T20I
Mohammed Shami,9.1,0,63,1,6.87,2,2,New Zealand,Hamilton,ODI
Mohammed Shami,23,2,91,1,3.95,3,2,New Zealand,Wellington,Test
Mohammed Shami,23.1,3,81,4,3.49,3,2,New Zealand,Christchurch,Test
Mohammed Shami,3,1,11,0,3.66,3,4,New Zealand,Christchurch,Test
Mohammed Shami,26,8,76,4,2.92,3,2,New Zealand,Southampton,Test
Mohammed Shami,10.5,3,31,0,2.86,2,4,New Zealand,Southampton,Test
Mohammed Shami,1,0,11,0,11,4,2,New Zealand,Dubai (DICS),T20I
Mohammed Shami,10,1,69,1,6.9,1,2,New Zealand,Hyderabad,ODI
Mohammed Shami,6,1,18,3,3,1,1,New Zealand,Raipur,ODI
Mohammed Shami,10,0,54,5,5.4,3,1,New Zealand,Dharamsala,ODI
Mohammed Shami,9.5,0,57,7,5.79,3,2,New Zealand,Wankhede,ODI
Mohammed Shami,3.5,0,43,0,11.21,2,2,Pakistan,Dubai (DICS),T20I
Mohammed Shami,4,0,25,1,6.25,3,1,Pakistan,Melbourne,T20I
Mohammed Shami,3,1,15,3,5,4,1,Scotland,Dubai (DICS),T20I
Mohammed Shami,16,5,44,5,2.75,3,2,South Africa,Centurion,Test
Mohammed Shami,17,3,63,3,3.7,2,4,South Africa,Centurion,Test
Mohammed Shami,21,5,52,2,2.47,2,2,South Africa,Johannesburg,Test
Mohammed Shami,17,3,55,1,3.23,2,4,South Africa,Johannesburg,Test
Mohammed Shami,16,4,39,2,2.43,3,2,South Africa,Cape Town,Test
Mohammed Shami,15,3,41,1,2.73,2,4,South Africa,Cape Town,Test
Mohammed Shami,4,0,13,1,3.25,3,2,South Africa,Perth,T20I
Mohammed Shami,4,0,18,2,4.5,4,2,South Africa,Eden Gardens,ODI
Mohammed Shami,12,5,27,1,2.25,1,2,Sri Lanka,Mohali,Test
Mohammed Shami,8,1,48,2,6,2,3,Sri Lanka,Mohali,Test
Mohammed Shami,6,1,18,2,3,3,2,Sri Lanka,Bengaluru,Test
Mohammed Shami,6,0,26,0,4.33,2,4,Sri Lanka,Bengaluru,Test
Mohammed Shami,9,0,67,1,7.44,1,2,Sri Lanka,Guwahati,ODI
Mohammed Shami,7,0,43,0,6.14,1,1,Sri Lanka,Eden Gardens,ODI
Mohammed Shami,6,2,20,2,3.33,1,2,Sri Lanka,Thiruvananthapuram,ODI
Mohammed Shami,5,1,18,5,3.6,3,2,Sri Lanka,Wankhede,ODI
Mohammed Shami,2,0,14,2,7,3,2,Zimbabwe,Melbourne,T20I
Mohammed Siraj,9,0,76,0,8.44,2,1,Afghanistan,Delhi,ODI
Mohammed Siraj,25,4,67,1,2.68,2,1,Australia,Sydney,Test
Mohammed Siraj,25,5,90,1,3.6,2,3,Australia,Sydney,Test
Mohammed Siraj,28,10,77,1,2.75,1,1,Australia,Brisbane,Test
Mohammed Siraj,19.5,5,73,5,3.68,1,3,Australia,Brisbane,Test
Mohammed Siraj,7,3,30,1,4.28,2,1,Australia,Nagpur,Test
Mohammed Siraj,1,1,0,0,0,3,3,Australia,Nagpur,Test
Mohammed Siraj,10,2,30,0,3,2,1,Australia,Delhi,Test
Mohammed Siraj,6,1,13,0,2.16,5,2,Australia,Indore,Test
Mohammed Siraj,5.4,1,29,3,5.11,2,1,Australia,Wankhede,ODI
Mohammed Siraj,3,0,37,0,12.33,2,2,Australia,Visakhapatnam,ODI
Mohammed Siraj,7,1,37,2,5.28,2,1,Australia,Chennai,ODI
Mohammed Siraj,28.3,4,108,4,3.78,2,1,Australia,The Oval,Test
Mohammed Siraj,20,2,80,1,4,2,3,Australia,The Oval,Test
Mohammed Siraj,9,0,68,1,7.55,2,1,Australia,Rajkot,ODI
Mohammed Siraj,6.3,1,26,1,4,2,1,Australia,Chennai,ODI
Mohammed Siraj,7,0,45,1,6.42,5,2,Australia,Ahmedabad,ODI
Mohammed Siraj,10,0,60,2,6,2,1,Bangladesh,Pune,ODI
Mohammed Siraj,10,1,32,3,3.2,2,2,Bangladesh,Mirpur,ODI
Mohammed Siraj,10,0,73,2,7.3,2,1,Bangladesh,Mirpur,ODI
Mohammed Siraj,5,0,27,1,5.4,1,2,Bangladesh,Chattogram,ODI
Mohammed Siraj,13,2,20,3,1.53,1,2,Bangladesh,Chattogram,Test
Mohammed Siraj,19,4,67,1,3.52,1,4,Bangladesh,Chattogram,Test
Mohammed Siraj,9,1,39,0,4.33,1,1,Bangladesh,Mirpur,Test
Mohammed Siraj,11,0,41,2,3.72,4,3,Bangladesh,Mirpur,Test
Mohammed Siraj,5,4,5,1,1,5,2,England,Chennai,Test
Mohammed Siraj,3,1,6,0,2,4,4,England,Chennai,Test
Mohammed Siraj,14,2,45,2,3.21,2,1,England,Ahmedabad,Test
Mohammed Siraj,4,0,12,0,3,1,3,England,Ahmedabad,Test
Mohammed Siraj,12,2,48,1,4,3,1,England,Nottingham,Test
Mohammed Siraj,25,3,84,2,3.36,2,3,England,Nottingham,Test
Mohammed Siraj,30,7,94,4,3.13,4,2,England,Lord's,Test
Mohammed Siraj,10.5,3,32,4,2.95,4,4,England,Lord's,Test
Mohammed Siraj,23,3,86,2,3.73,4,2,England,Leeds,Test
Mohammed Siraj,12,4,42,1,3.5,4,2,England,The Oval,Test
Mohammed Siraj,14,0,44,0,3.14,4,4,England,The Oval,Test
Mohammed Siraj,6,0,33,0,5.5,2,2,England,Lucknow,ODI
Mohammed Siraj,4,0,28,0,7,2,1,England,Hyderabad,Test
Mohammed Siraj,7,1,22,0,3.14,5,3,England,Hyderabad,Test
Mohammed Siraj,21.1,2,84,4,3.96,2,2,England,Rajkot,Test
Mohammed Siraj,5,2,16,0,3.2,2,4,England,Rajkot,Test
Mohammed Siraj,18,3,78,2,4.33,1,1,England,Ranchi,Test
Mohammed Siraj,3,0,16,0,5.33,3,3,England,Ranchi,Test
Mohammed Siraj,8,1,24,0,3,2,1,England,Dharamsala,Test
Mohammed Siraj,1,0,8,0,8,5,3,England,Dharamsala,Test
Mohammed Siraj,11.3,2,66,4,5.73,3,2,England,Birmingham,Test
Mohammed Siraj,15,0,98,0,6.53,4,4,England,Birmingham,Test
Mohammed Siraj,9,1,66,2,7.33,2,1,England,Manchester,ODI
Mohammed Siraj,3,0,13,1,4.33,2,1,Ireland,New York,T20I
Mohammed Siraj,9.2,1,61,3,6.53,2,1,Nepal,Pallekele,ODI
Mohammed Siraj,6,1,29,2,4.83,2,2,Netherlands,Bengaluru,ODI
Mohammed Siraj,4,0,39,1,9.75,3,1,New Zealand,Jaipur,T20I
Mohammed Siraj,4,0,19,3,4.75,2,2,New Zealand,Wankhede,Test
Mohammed Siraj,5,2,13,0,2.6,1,4,New Zealand,Wankhede,Test
Mohammed Siraj,10,2,46,4,4.6,2,2,New Zealand,Hyderabad,ODI
Mohammed Siraj,6,1,10,1,1.66,2,1,New Zealand,Raipur,ODI
Mohammed Siraj,10,1,45,1,4.5,2,1,New Zealand,Dharamsala,ODI
Mohammed Siraj,9,0,78,1,8.66,2,2,New Zealand,Wankhede,ODI
Mohammed Siraj,4,1,24,2,6,3,2,New Zealand,Mount Maunganui,T20I
Mohammed Siraj,4,0,17,4,4.25,3,1,New Zealand,Napier,T20I
Mohammed Siraj,5,0,23,0,4.6,2,2,Pakistan,Colombo (RPS),ODI
Mohammed Siraj,8,0,50,2,6.25,2,1,Pakistan,Ahmedabad,ODI
Mohammed Siraj,4,0,19,0,4.75,2,2,Pakistan,New York,T20I
Mohammed Siraj,15.1,3,45,1,2.96,2,2,South Africa,Centurion,Test
Mohammed Siraj,18,5,47,2,2.61,3,4,South Africa,Centurion,Test
Mohammed Siraj,4,1,11,1,2.75,2,2,South Africa,Eden Gardens,ODI
Mohammed Siraj,3,0,27,1,9,1,2,South Africa,Gqeberha,T20I
Mohammed Siraj,3,1,13,0,4.33,1,2,South Africa,Johannesburg,T20I
Mohammed Siraj,24,1,91,2,3.79,2,2,South Africa,Centurion,Test
Mohammed Siraj,9,3,15,6,1.66,2,1,South Africa,Cape Town,Test
Mohammed Siraj,9,3,31,1,3.44,2,3,South Africa,Cape Town,Test
Mohammed Siraj,9.5,2,24,0,2.44,3,2,South Africa,Johannesburg,Test
Mohammed Siraj,6,0,37,0,6.16,4,4,South Africa,Johannesburg,Test
Mohammed Siraj,4,0,44,0,11,2,1,South Africa,Indore,T20I
Mohammed Siraj,8,0,49,0,6.12,1,1,South Africa,Lucknow,ODI
Mohammed Siraj,10,1,38,3,3.8,1,1,South Africa,Ranchi,ODI
Mohammed Siraj,5,0,17,2,3.4,2,1,South Africa,Delhi,ODI
Mohammed Siraj,7,1,30,2,4.28,2,2,Sri Lanka,Guwahati,ODI
Mohammed Siraj,5.4,0,30,3,5.29,2,1,Sri Lanka,Eden Gardens,ODI
Mohammed Siraj,10,1,32,4,3.2,2,2,Sri Lanka,Thiruvananthapuram,ODI
Mohammed Siraj,5,2,17,1,3.4,2,2,Sri Lanka,Colombo (RPS),ODI
Mohammed Siraj,7,1,21,6,3,2,1,Sri Lanka,Colombo (RPS),ODI
Mohammed Siraj,7,2,16,3,2.28,2,2,Sri Lanka,Wankhede,ODI
Mohammed Siraj,4,0,22,1,5.5,1,1,Sri Lanka,Dharamsala,T20I
Mohammed Siraj,4,0,25,0,6.25,2,1,U.S.A.,New York,T20I
Mohammed Siraj,12,2,25,1,2.08,1,1,West Indies,Roseau,Test
Mohammed Siraj,6,1,16,1,2.66,1,3,West Indies,Roseau,Test
Mohammed Siraj,23.4,6,60,5,2.53,1,2,West Indies,Port of Spain,Test
Mohammed Siraj,8,2,24,0,3,1,4,West Indies,Port of Spain,Test
Mohammed Siraj,8,2,26,1,3.25,1,1,West Indies,Ahmedabad,ODI
Mohammed Siraj,9,1,38,1,4.22,1,2,West Indies,Ahmedabad,ODI
Mohammed Siraj,9,1,29,3,3.22,2,2,West Indies,Ahmedabad,ODI
Mohammed Siraj,10,0,57,2,5.7,1,2,West Indies,Port of Spain,ODI
Mohammed Siraj,10,1,46,0,4.6,1,1,West Indies,Port of Spain,ODI
Mohammed Siraj,3,0,14,2,4.66,2,2,West Indies,Port of Spain,ODI
Mohammed Siraj,8,2,36,1,4.5,2,1,Zimbabwe,Harare,ODI
Mohammed Siraj,8,2,16,1,2,1,1,Zimbabwe,Harare,ODI
Mukesh Kumar,4,0,33,2,8.25,2,1,Afghanistan,Mohali,T20I
Mukesh Kumar,2,0,21,0,10.5,2,1,Afghanistan,Indore,T20I
Mukesh Kumar,4,0,44,0,11,1,2,Afghanistan,Bengaluru,T20I
Mukesh Kumar,4,0,29,0,7.25,5,1,Australia,Visakhapatnam,T20I
Mukesh Kumar,4,0,43,1,10.75,5,2,Australia,Thiruvananthapuram,T20I
Mukesh Kumar,4,0,42,0,10.5,2,2,Australia,Raipur,T20I
Mukesh Kumar,4,0,32,3,8,3,2,Australia,Bengaluru,T20I
Mukesh Kumar,7,1,44,0,6.28,2,2,England,Visakhapatnam,Test
Mukesh Kumar,5,1,26,1,5.2,2,4,England,Visakhapatnam,Test
Mukesh Kumar,3,0,34,2,11.33,4,2,South Africa,Gqeberha,T20I
Mukesh Kumar,2,0,21,1,10.5,2,2,South Africa,Johannesburg,T20I
Mukesh Kumar,7,0,46,0,6.57,1,1,South Africa,Johannesburg,ODI
Mukesh Kumar,8,2,46,0,5.75,1,2,South Africa,Gqeberha,ODI
Mukesh Kumar,9,0,56,1,6.22,1,2,South Africa,Paarl,ODI
Mukesh Kumar,2.2,2,0,2,0,4,1,South Africa,Cape Town,Test
Mukesh Kumar,10,2,56,2,5.6,3,3,South Africa,Cape Town,Test
Mukesh Kumar,18,6,48,2,2.66,4,2,West Indies,Port of Spain,Test
Mukesh Kumar,5,4,5,0,1,2,4,West Indies,Port of Spain,Test
Mukesh Kumar,5,1,22,1,4.4,2,1,West Indies,Bridgetown,ODI
Mukesh Kumar,3,0,17,0,5.66,2,2,West Indies,Bridgetown,ODI
Mukesh Kumar,7,1,30,3,4.28,1,2,West Indies,Tarouba,ODI
Mukesh Kumar,3,0,24,0,8,2,1,West Indies,Tarouba,T20I
Mukesh Kumar,3.5,0,35,1,9.13,3,2,West Indies,Providence,T20I
Mukesh Kumar,2,0,19,1,9.5,6,1,West Indies,Providence,T20I
Mukesh Kumar,3,0,25,1,8.33,6,1,West Indies,Lauderhill,T20I
Mukesh Kumar,1,0,10,0,10,5,2,West Indies,Lauderhill,T20I
Prasidh Krishna,6,0,56,2,9.33,2,2,Australia,Indore,ODI
Prasidh Krishna,5,0,45,1,9,3,1,Australia,Rajkot,ODI
Prasidh Krishna,4,0,50,1,12.5,2,1,Australia,Visakhapatnam,T20I
Prasidh Krishna,4,0,41,3,10.25,2,2,Australia,Thiruvananthapuram,T20I
Prasidh Krishna,4,0,68,0,17,2,2,Australia,Guwahati,T20I
Prasidh Krishna,9,0,43,1,4.77,3,1,Bangladesh,Colombo (RPS),ODI
Prasidh Krishna,4,0,32,2,8,3,1,Ireland,Dublin (Malahide),T20I
Prasidh Krishna,4,0,29,2,7.25,3,2,Ireland,Dublin (Malahide),T20I
Prasidh Krishna,20,2,93,1,4.65,4,2,South Africa,Centurion,Test
Prasidh Krishna,4,1,10,0,2.5,3,1,South Africa,Cape Town,Test
Prasidh Krishna,4,1,27,1,6.75,4,3,South Africa,Cape Town,Test
Ravi Bishnoi,4,0,30,2,7.5,3,1,England,Nottingham,T20I
Ravi Bishnoi,4,0,41,1,10.25,4,2,Ireland,Dublin (Malahide),T20I
Ravi Bishnoi,4,0,26,1,6.5,3,2,Pakistan,Dubai (DICS),T20I
Ravi Bishnoi,8,0,69,1,8.62,4,1,South Africa,Lucknow,ODI
Ravi Bishnoi,4,0,32,1,8,5,1,Sri Lanka,Dharamsala,T20I
Ravi Bishnoi,4,0,17,2,4.25,5,1,West Indies,Eden Gardens,T20I
Ravi Bishnoi,4,0,30,1,7.5,5,2,West Indies,Eden Gardens,T20I
Ravi Bishnoi,4,0,29,0,7.25,5,2,West Indies,Eden Gardens,T20I
Ravi Bishnoi,4,0,26,2,6.5,6,2,West Indies,Tarouba,T20I
Ravi Bishnoi,4,0,27,2,6.75,5,2,West Indies,Lauderhill,T20I
Ravi Bishnoi,2.4,0,16,4,6,6,2,West Indies,Lauderhill,T20I
Ravichandran Ashwin,4,0,14,2,3.5,5,2,Afghanistan,Abu Dhabi,T20I
Ravichandran Ashwin,4,0,27,1,6.75,5,2,Afghanistan,Dubai (DICS),T20I
Ravichandran Ashwin,18,3,55,4,3.05,4,2,Australia,Adelaide,Test
Ravichandran Ashwin,6,1,16,1,2.66,3,4,Australia,Adelaide,Test
Ravichandran Ashwin,24,7,35,3,1.45,3,1,Australia,Melbourne,Test
Ravichandran Ashwin,37.1,6,71,2,1.91,4,3,Australia,Melbourne,Test
Ravichandran Ashwin,24,1,74,0,3.08,3,1,Australia,Sydney,Test
Ravichandran Ashwin,25,1,95,2,3.8,4,3,Australia,Sydney,Test
Ravichandran Ashwin,15.5,2,42,3,2.65,5,1,Australia,Nagpur,Test
Ravichandran Ashwin,12,3,37,5,3.08,2,3,Australia,Nagpur,Test
Ravichandran Ashwin,21,4,57,3,2.71,3,1,Australia,Delhi,Test
Ravichandran Ashwin,16,3,59,3,3.68,1,3,Australia,Delhi,Test
Ravichandran Ashwin,20.3,4,44,3,2.14,1,2,Australia,Indore,Test
Ravichandran Ashwin,9.5,3,44,1,4.47,1,4,Australia,Indore,Test
Ravichandran Ashwin,47.2,15,91,6,1.92,3,1,Australia,Ahmedabad,Test
Ravichandran Ashwin,24,9,58,1,2.41,1,3,Australia,Ahmedabad,Test
Ravichandran Ashwin,10,0,47,1,4.7,4,1,Australia,Mohali,ODI
Ravichandran Ashwin,7,0,41,3,5.85,3,2,Australia,Indore,ODI
Ravichandran Ashwin,10,1,34,1,3.4,4,1,Australia,Chennai,ODI
Ravichandran Ashwin,2,0,19,0,9.5,5,2,Bangladesh,Adelaide,T20I
Ravichandran Ashwin,10,1,34,0,3.4,3,2,Bangladesh,Chattogram,Test
Ravichandran Ashwin,27,3,75,1,2.77,3,4,Bangladesh,Chattogram,Test
Ravichandran Ashwin,21.5,3,71,4,3.25,4,1,Bangladesh,Mirpur,Test
Ravichandran Ashwin,22,2,66,2,3,2,3,Bangladesh,Mirpur,Test
Ravichandran Ashwin,55.1,5,146,3,2.64,3,1,England,Chennai,Test
Ravichandran Ashwin,17.3,2,61,6,3.48,1,3,England,Chennai,Test
Ravichandran Ashwin,23.5,4,43,5,1.8,2,2,England,Chennai,Test
Ravichandran Ashwin,18,5,53,3,2.94,3,4,England,Chennai,Test
Ravichandran Ashwin,16,6,26,3,1.62,4,1,England,Ahmedabad,Test
Ravichandran Ashwin,15,3,48,4,3.2,2,3,England,Ahmedabad,Test
